,Name,Address,City State ZIP,ZIP,Number of Sites,Url,latitude,longitude
664,Trailer Town Park,"1720 North 12th Street,","Quincy, IL",62301.0,Not found,https://www.mhvillage.com/parks/10145,,
665,Valley View Mobile Home Park,"1106-1218 Rim Road,","Quincy, IL",62305.0,54,https://www.mhvillage.com/parks/10146,,
666,Paradise Lane Mobile Home Park,"1514 Spring Lake Road,","Quincy, IL",62305.0,70,https://www.mhvillage.com/parks/29624,,
667,Royal Oaks Mobile Home Park,"6800 Broadway Street,","Quincy, IL",62305.0,78,https://www.mhvillage.com/parks/10140,,
668,Melrose Mobile Home Park,"57th And Melrose South,","Quincy, IL",62305.0,51,https://www.mhvillage.com/parks/10132,,
669,Hultz's Expressway Mobile Home Park,"4501 Gardner Expressway,","Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/10131,39.9151817,-91.4116993
670,Mission Mobil Park,"1035 Rim Rd,","Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/57735,,
671,Quincy View,"1220 Rim Road,","Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/128988,,
672,Timber Ridge Mh Park,"7200 State St,","Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/57732,,
673,Town and Country Rentals,"1526 Lori Dr,","Quincy, IL",62305.0,92,https://www.mhvillage.com/parks/10144,,
674,Paradise Lane,"1522 Wilkes Avenue,","Quincy, IL",62305.0,103,https://www.mhvillage.com/parks/128980,,
675,Rancho Vista Estates,"3737 North 24th Street,","Quincy, IL",62305.0,100,https://www.mhvillage.com/parks/10139,,
676,Paradise Lane,",","1522 Wilkes Ave, IL",62305.0,Not found,https://www.mhvillage.com/parks/128978,,
677,Town & Country Mobile Estates,"5530 Gardner Expwy,","Quincy, IL",62306.0,Not found,https://www.mhvillage.com/parks/95127,39.9151817,-91.4116993
678,Mc Coy Mh Park,"307 N Main St,","Camp Point, IL",62320.0,Not found,https://www.mhvillage.com/parks/58060,,
679,Carthage Mobile Home Park,"215 Locust St,","Carthage, IL",62321.0,Not found,https://www.mhvillage.com/parks/10561,,
680,Country Side Mobile Home Park,"6560 Us Highway 136,","Colchester, IL",62326.0,Not found,https://www.mhvillage.com/parks/57986,,
681,Eggers & Husband Mobile Home Park,"901 Macomb,","Colchester, IL",62326.0,Not found,https://www.mhvillage.com/parks/36302,,
682,Pine,"913 Macomb St,","Colchester, IL",62326.0,Not found,https://www.mhvillage.com/parks/106846,,
683,Hamilton Estates Mobile Home Park,"711 North 19th Street,","Hamilton, IL",62341.0,38,https://www.mhvillage.com/parks/10568,,
684,Rivercross Manufactured Home Community,"2090 Keokuk Street,","Hamilton, IL",62341.0,83,https://www.mhvillage.com/parks/10566,,
685,Leisureland Pleasure Park,"27 Leisureland,","Niota, IL",62358.0,Not found,https://www.mhvillage.com/parks/57781,-38.1740535,145.2094897
686,Parkview Court Mobile Home Park,"155 West Kellogg Street,","Pittsfield, IL",62363.0,Not found,https://www.mhvillage.com/parks/11169,,
687,Cooper Trailer Court,"220 Marion St,","Warsaw, IL",62379.0,Not found,https://www.mhvillage.com/parks/57637,,
688,Lakewood Manor Mobile Home Park,"800 West Rickelman Avenue,","Effingham, IL",62401.0,262,https://www.mhvillage.com/parks/10498,39.149418,-88.553526
689,Easy Breeze Mobile Home Park,"S. Banker (S. Rt 45),","Effingham, IL",62401.0,90,https://www.mhvillage.com/parks/10494,,
690,Four Seasons Mobile Home Park,"92 Four Seasons Est,","Effingham, IL",62401.0,150,https://www.mhvillage.com/parks/10495,,
691,Oak View Mobile Home Park,"Catherin,","Altamont, IL",62411.0,Not found,https://www.mhvillage.com/parks/10492,,
692,North Side Mobile Home Park,"504 N 8th St,","Altamont, IL",62411.0,15,https://www.mhvillage.com/parks/58122,,
693,Iva Belle Mobile Home Park,"North Third Street,","Altamont, IL",62411.0,Not found,https://www.mhvillage.com/parks/106614,,
694,Greenland Estates,"304 NE 15th St Casey Il 62420,","Casey, IL",62420.0,Not found,https://www.mhvillage.com/parks/107072,,
695,Greenup Mobile Home Park,"East Cumberland,","Greenup, IL",62428.0,Not found,https://www.mhvillage.com/parks/107012,,
696,Midtown Trailer Court,"1400 Cedar Street,","Lawrenceville, IL",62439.0,Not found,https://www.mhvillage.com/parks/10834,,
697,Pal & Sal Mobile Home Park,"1730 12th St,","Lawrenceville, IL",62439.0,Not found,https://www.mhvillage.com/parks/57845,,
698,Lazy G Village,"15358 E Clarksville Rd,","Marshall, IL",62441.0,Not found,https://www.mhvillage.com/parks/57824,,
699,Harlow Mobile Home Park,"Daralen Drive,","Marshall, IL",62441.0,75,https://www.mhvillage.com/parks/29205,,
700,Prahls Mobile Home Park,"320 Clear Creek Drive,","Neoga, IL",62447.0,Not found,https://www.mhvillage.com/parks/22799,,
701,HTC MHP,"E 7th St,","Neoga, IL",62447.0,Not found,https://www.mhvillage.com/parks/107084,,
702,J & L Estates,"1030 Us Route 45,","Neoga, IL",62447.0,110,https://www.mhvillage.com/parks/1541,39.2466299,-88.4864369
703,Newton Mobile Home Park,"Foster St,","Newton, IL",62448.0,Not found,https://www.mhvillage.com/parks/107008,,
704,Fehrenbacher Mobile Home Park,"1401 South Whittle Avenue,","Olney, IL",62450.0,92,https://www.mhvillage.com/parks/11198,,
705,Olney Mobile Home Park,"1116 South West Street,","Olney, IL",62450.0,48,https://www.mhvillage.com/parks/11199,,
706,B & East Mobile Home Court,"1039 W Main St,","Olney, IL",62450.0,Not found,https://www.mhvillage.com/parks/57771,,
707,J & J Mobile Home Park,"900 South Camp Avenue,","Olney, IL",62450.0,Not found,https://www.mhvillage.com/parks/11201,,
708,Kincade Acres,"4375 E Kincade Ln,","Olney, IL",62450.0,Not found,https://www.mhvillage.com/parks/106758,,
709,Southwind Village Mobile Home Park,"800 East Southwind Boulevard,","Robinson, IL",62454.0,68,https://www.mhvillage.com/parks/10428,,
710,Quiet Lane Mobile Home Park,"1209 West Cherry Street,","Robinson, IL",62454.0,30,https://www.mhvillage.com/parks/10427,,
711,Bennett Mobile Home Park,"1406 S Cross Street,","Robinson, IL",62454.0,Not found,https://www.mhvillage.com/parks/57725,,
712,Belden Enterprises Mobile Home Park,"Girard &Amp; Spring St,","Saint Elmo, IL",62458.0,Not found,https://www.mhvillage.com/parks/107274,,
713,Cooper Mh Park,"500 E Madison St,","Toledo, IL",62468.0,Not found,https://www.mhvillage.com/parks/57665,,
714,Greeson's Prairie Village,"500 East Madison,","Toledo, IL",62468.0,Not found,https://www.mhvillage.com/parks/106866,,
715,Starwalt Enterprises MHP,"East Monroe,","Toledo, IL",62468.0,Not found,https://www.mhvillage.com/parks/107108,,
716,Beckman Mobile Home Court,"2205 W Fillmore St,","Vandalia, IL",62471.0,Not found,https://www.mhvillage.com/parks/57653,,
717,Vandalia Mobile Home Park,"1410 West Saint Louis Avenue,","Vandalia, IL",62471.0,Not found,https://www.mhvillage.com/parks/10506,,
718,Riva & Sons Mobile Home Park,"301 North Snell,","Blue Mound, IL",62513.0,Not found,https://www.mhvillage.com/parks/10875,,
719,Buffalo Court,"100 S Main St,","Buffalo, IL",62515.0,23,https://www.mhvillage.com/parks/106886,,
720,Hyde Park Manufactured Housing Community,"1210 Dowining Street,","Decatur, IL",62521.0,182,https://www.mhvillage.com/parks/10884,,
721,Flower Farm Trailer Park,"1525 South Fairview Avenue,","Decatur, IL",62521.0,Not found,https://www.mhvillage.com/parks/10889,,
722,Park City Mobile Home Park,"3200 North Delta Avenue,","Decatur, IL",62526.0,519,https://www.mhvillage.com/parks/10888,,
723,Wilder Haven East,"3925 Tiffany Terrace,","Decatur, IL",62526.0,494,https://www.mhvillage.com/parks/10892,,
724,Woodland Estates,"2397 North Illinois Street,","Decatur, IL",62526.0,267,https://www.mhvillage.com/parks/10885,,
725,Decatur Mobile Home park,"2397 North Illinois Street,","Decatur, IL",62526.0,268,https://www.mhvillage.com/parks/10879,,
726,Harrison Mobile Home Park,"1045 West Harrison Avenue,","Decatur, IL",62526.0,Not found,https://www.mhvillage.com/parks/10883,,
727,Turk's Mobile Home Park,"1235 East Pershing Road,","Decatur, IL",62526.0,Not found,https://www.mhvillage.com/parks/10891,,
728,Kemmerling,"Highway 104,","Kincaid, IL",62540.0,Not found,https://www.mhvillage.com/parks/107142,,
729,Telfords Arrowhead,"400 W Dunn St,","Macon, IL",62544.0,Not found,https://www.mhvillage.com/parks/57828,,
730,Niantic Mobile Home Community,"100 S Main St,","Niantic, IL",62551.0,Not found,https://www.mhvillage.com/parks/106932,,
731,Richwood Manor,"200 North Pine Stret,","Pana, IL",62557.0,70,https://www.mhvillage.com/parks/10272,,
732,Lake Pana MH Court,"Bayadier Dr,","Pana, IL",62557.0,Not found,https://www.mhvillage.com/parks/107240,39.3788894,-89.0348014
733,Park Manor,"1020 Birch Avenue,","Pana, IL",62557.0,Not found,https://www.mhvillage.com/parks/10271,,
734,Pawnee Mobile Home Park,"Rte 104 E,","Pawnee, IL",62558.0,38,https://www.mhvillage.com/parks/11244,,
735,Lucky Horseshoe,"1401 North 3rd Street,","Riverton, IL",62561.0,140,https://www.mhvillage.com/parks/11247,,
736,Hilltop Mobile Home Park,"1000 East Kinzie Street,","Riverton, IL",62561.0,170,https://www.mhvillage.com/parks/11246,,
737,Jess & Angel's Westview,"1900 West South 2nd St,","Shelbyville, IL",62565.0,Not found,https://www.mhvillage.com/parks/106774,,
738,Sunnyside Mobile Estates,"1000 West South 10th Street,","Shelbyville, IL",62565.0,Not found,https://www.mhvillage.com/parks/11303,,
739,Taylorville's Valley View Mobile Home Park,"913 North Taylorville Boulevard,","Taylorville, IL",62568.0,65,https://www.mhvillage.com/parks/10276,,
740,Bailey Park,"120 North Cherokee Street,","Taylorville, IL",62568.0,41,https://www.mhvillage.com/parks/10279,,
741,Fairview Mobile Home Park,"Fairview Trailer Court,","Taylorville, IL",62568.0,20,https://www.mhvillage.com/parks/10275,,
742,Hillcrest Mobile Home Park,"1500 East Main Cross Street,","Taylorville, IL",62568.0,119,https://www.mhvillage.com/parks/10277,,
743,Big Oak Mh Park,"1006 E Franklin St,","Taylorville, IL",62568.0,Not found,https://www.mhvillage.com/parks/57669,,
744,Cherry Wood Trailer Park,"1219 N Cheney St,","Taylorville, IL",62568.0,Not found,https://www.mhvillage.com/parks/57668,39.5621283,-89.3070373
745,Mcclelland's Mobile Home Estates,"15625 Kennedy Road,","Auburn, IL",62615.0,16,https://www.mhvillage.com/parks/11705,,
746,Sharp's Mobile Home Park,"900 Lincoln St,","Auburn, IL",62615.0,37,https://www.mhvillage.com/parks/11234,,
747,Maple Trailer Court,"700 W 4th St,","Beardstown, IL",62618.0,Not found,https://www.mhvillage.com/parks/58091,,
748,Westside Trailer Park,"612 W 9th St,","Beardstown, IL",62618.0,Not found,https://www.mhvillage.com/parks/107224,,
749,Sumner Pointe,"510 Ross St,","Carlinville, IL",62626.0,38,https://www.mhvillage.com/parks/58039,,
750,Chatham Villa Mobile Home Park,"503 South Main Street,","Chatham, IL",62629.0,49,https://www.mhvillage.com/parks/11237,,
751,Chatham Southgate Mobile Home,"601 South Main Street,","Chatham, IL",62629.0,49,https://www.mhvillage.com/parks/36153,,
752,Blue Spruce Mobile Home Park,"414 E Locust St,","Chatham, IL",62629.0,Not found,https://www.mhvillage.com/parks/11238,,
753,Mauks Mobile Home Court,"826 W Madison St,","Girard, IL",62640.0,Not found,https://www.mhvillage.com/parks/10910,,
754,Timberli Lake Estates,"27668 Timberli Rd,","Girard, IL",62640.0,60,https://www.mhvillage.com/parks/11664,,
755,Girard Mobile Home Estates,"Zachary Court,","Girard, IL",62640.0,27,https://www.mhvillage.com/parks/10909,,
756,Westview Courts,"710 W Adams St,","Greenview, IL",62642.0,Not found,https://www.mhvillage.com/parks/107118,,
757,Northwood,"1110 Sandusky Rd.,","Jacksonville, IL",62650.0,176,https://www.mhvillage.com/parks/11725,,
758,Prairie Knolls,"Blacks Lane,","Jacksonville, IL",62650.0,163,https://www.mhvillage.com/parks/11112,,
759,Cedarbrook Estates,"544 Brooklyn Avenue,","Jacksonville, IL",62650.0,42,https://www.mhvillage.com/parks/11700,,
760,Rolling Acres,"1042 East Morton Avenue,","Jacksonville, IL",62650.0,156,https://www.mhvillage.com/parks/11113,,
761,Hillcrest Mobile Home Park,"841 West Morton Avenue,","Jacksonville, IL",62650.0,Not found,https://www.mhvillage.com/parks/11107,,
762,Pleasant View Mobile Home Park,"1033 E Morton Ave,","Jacksonville, IL",62650.0,Not found,https://www.mhvillage.com/parks/57855,,
763,Tremont Park,"1500 Tremont Street,","Lincoln, IL",62656.0,89,https://www.mhvillage.com/parks/10873,,
764,Lincoln Terrace,"904 21st Street,","Lincoln, IL",62656.0,110,https://www.mhvillage.com/parks/10868,,
765,Woodland Mobile Home Court,"707 Feldman Drive,","Lincoln, IL",62656.0,67,https://www.mhvillage.com/parks/10872,,
766,JD Singleton Mobile Home Court,"113 Chestnut Street,","Lincoln, IL",62656.0,Not found,https://www.mhvillage.com/parks/10871,,
767,Shady Grove Mobile Park,"1100 North Postville Drive,","Lincoln, IL",62656.0,Not found,https://www.mhvillage.com/parks/10867,,
768,Simonson Cove,"1230 21st St,","Lincoln, IL",62656.0,Not found,https://www.mhvillage.com/parks/107172,,
769,Loami MHP,"723 North Main Street,","Loami, IL",62661.0,100,https://www.mhvillage.com/parks/11243,,
770,Whispering Pines MHC,"723 N Main St,","Loami, IL",62661.0,100,https://www.mhvillage.com/parks/106830,,
771,Three Acres Park,"303 E Little St,","Rushville, IL",62681.0,Not found,https://www.mhvillage.com/parks/106848,,
772,Tomlinson Court,"319 E Adams St,","Rushville, IL",62681.0,Not found,https://www.mhvillage.com/parks/57715,,
773,Tallula Trailer Court,"Chestnut &Amp; Yates,","Tallula, IL",62688.0,Not found,https://www.mhvillage.com/parks/107120,,
774,Gas Lite Village,"1168 N Grove St,","Virden, IL",62690.0,Not found,https://www.mhvillage.com/parks/106770,,
775,Virden Village Mobile Home Park,"South Emmett St,","Virden, IL",62690.0,Not found,https://www.mhvillage.com/parks/107112,,
776,Velten Trailer Park,"252 S Cass St,","Virginia, IL",62691.0,Not found,https://www.mhvillage.com/parks/107334,,
777,Velten Trailer Park,"252 S Cass St,","Virginia, IL",62691.0,Not found,https://www.mhvillage.com/parks/107336,,
778,Maple Creek,"200 West Street,","Woodson, IL",62695.0,33,https://www.mhvillage.com/parks/111136,,
779,Oakwood an FR Community,"3725 N. Peoria Road,","Springfield, IL",62702.0,210,https://www.mhvillage.com/parks/11292,,
780,Ridge Village Mobile Home Park,"2800 Ridge Avenue,","Springfield, IL",62702.0,52,https://www.mhvillage.com/parks/11281,,
781,Northbrook MHC,"3430 Peoria Road,","Springfield, IL",62702.0,180,https://www.mhvillage.com/parks/11266,,
782,Prairie Grove,"3319 Ridgewood Avenue,","Springfield, IL",62702.0,78,https://www.mhvillage.com/parks/11689,,
783,Fremont Park,"3501 Ridgely Ave,","Springfield, IL",62702.0,94,https://www.mhvillage.com/parks/11704,,
784,North Oaks,"4001 Sandhill Rd,","Springfield, IL",62702.0,162,https://www.mhvillage.com/parks/45862,,
785,Westwood Place,"1515 North Lincoln Avenue,","Springfield, IL",62702.0,206,https://www.mhvillage.com/parks/11269,,
786,Willow Grove,"3451 Ridge Avenue,","Springfield, IL",62702.0,97,https://www.mhvillage.com/parks/11294,,
787,Woodland Acres Mobile Home Park,"3500 North Dirksen Parkway,","Springfield, IL",62702.0,232,https://www.mhvillage.com/parks/11295,,
788,Cottonwood South,"3617 North Grand Avenue East,","Springfield, IL",62702.0,295,https://www.mhvillage.com/parks/11254,,
789,Westwood Park,"1500 North Bruns Lane,","Springfield, IL",62702.0,20,https://www.mhvillage.com/parks/66625,,
790,Park Ridge Mobile Home Park,"1751 North Grand Avenue West,","Springfield, IL",62702.0,106,https://www.mhvillage.com/parks/31506,,
791,Grant Mobile Home Park,"3401 East Ridge Avenue,","Springfield, IL",62702.0,90,https://www.mhvillage.com/parks/11265,,
792,Linden Manor,"3041 E Linden Ave,","Springfield, IL",62702.0,45,https://www.mhvillage.com/parks/11271,,
793,Gaslite Senior Mobile Home Court,"1618 W Jefferson St.,","Springfield, IL",62702.0,57,https://www.mhvillage.com/parks/104537,,
794,Johns Mobile Apts & Park,"3337 E Carpenter St,","Springfield, IL",62702.0,Not found,https://www.mhvillage.com/parks/57690,,
795,Scottsdale,"720 Forrest Avenue,","Springfield, IL",62702.0,Not found,https://www.mhvillage.com/parks/111132,,
796,Sunset,"3303 E Enos Ave,","Springfield, IL",62702.0,Not found,https://www.mhvillage.com/parks/57692,,
797,Brittany Court,"3206 E Elm Street,","Springfield, IL",62702.0,Not found,https://www.mhvillage.com/parks/111114,,
798,North Wood Estates,"4113 North Peoria Road,","Springfield, IL",62702.0,235,https://www.mhvillage.com/parks/11275,,
799,Timberline Manor,"720 Forrest Avenue,","Springfield, IL",62702.0,175,https://www.mhvillage.com/parks/11288,,
800,Pheasant Run,"3535 East Cook Street,","Springfield, IL",62703.0,163,https://www.mhvillage.com/parks/11277,,
801,Timber Creek Living,"2800 Via Rosso,","Springfield, IL",62703.0,200,https://www.mhvillage.com/parks/68948,,
802,Barco Mh Park,"3000 S 11th St,","Springfield, IL",62703.0,Not found,https://www.mhvillage.com/parks/57697,,
803,C & C Trailer Park,"3000 S 12th St,","Springfield, IL",62703.0,Not found,https://www.mhvillage.com/parks/57696,,
804,Fox Bridge Court,"1847 Truman Rd,","Springfield, IL",62703.0,Not found,https://www.mhvillage.com/parks/57693,,
805,Sunset Inn Trailor Court,"3540 S 6th Street Rd,","Springfield, IL",62703.0,Not found,https://www.mhvillage.com/parks/57686,,
806,Woodside Mobile Home Community,"2735 South 14th Street,","Springfield, IL",62703.0,Not found,https://www.mhvillage.com/parks/11256,,
807,Edgewood Mobile Home Park,"3201 South Douglas Avenue,","Springfield, IL",62704.0,48,https://www.mhvillage.com/parks/11257,,
808,Salmons Mobile Home Court,"3625 South Douglas Avenue,","Springfield, IL",62704.0,Not found,https://www.mhvillage.com/parks/11285,,
809,Bissell Village Mobile Home Park,"198 Gem St.,","Springfield, IL",62707.0,180,https://www.mhvillage.com/parks/11251,,
810,Cottonwood Cove,"3617 N Grand Ave E.,","Springfield, IL",62707.0,280,https://www.mhvillage.com/parks/127230,,
811,Forrest Park,"300 Forrest Avenue,","Springfield, IL",62707.0,160,https://www.mhvillage.com/parks/127228,,
812,Lincoln Place,"1236 North Oaklane Road Lot 317,","Springfield, IL",62707.0,322,https://www.mhvillage.com/parks/11270,,
813,Country Estates Mobile Home Park,"3500 Hazlett Road,","Springfield, IL",62707.0,38,https://www.mhvillage.com/parks/11706,,
814,Lincoln Trails,"4263 Old Route 36,","Springfield, IL",62707.0,Not found,https://www.mhvillage.com/parks/57689,,
815,Englewood Mobile Home Park,"7100 Mechanicsburg Rd,","Springfield, IL",62712.0,Not found,https://www.mhvillage.com/parks/57694,,
816,Deerwood Mobile Home Park,"1755 West Mccord St Rt 161,","Centralia, IL",62801.0,100,https://www.mhvillage.com/parks/10298,,
817,Centralia Estates,"101 Harting Drive,","Centralia, IL",62801.0,20,https://www.mhvillage.com/parks/128976,,
818,Brookside Mobile Home Park,"1350 South Brookside Street,","Centralia, IL",62801.0,128,https://www.mhvillage.com/parks/10994,,
819,Countryview Trailer Court,"417 West 17th Street,","Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/10297,,
820,East Winds Mobile Home Park,"14 Eastwinds Trail,","Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/37094,,
821,Heritage Mobile Home Park,"240 S Wabash Ave,","Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/58021,,
822,Park Street Mobile Home Park,"Park St,","Central City, IL",62801.0,Not found,https://www.mhvillage.com/parks/107034,,
823,15th Street Mobile Home Park,"735 E 15th St,","Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/58025,,
824,Central City Mobile Home Park,"208 E Green St,","Central City, IL",62801.0,Not found,https://www.mhvillage.com/parks/106684,,
825,Jana Drive Mh Park,"363 E 17th St,","Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/58019,,
826,Richmond Heights,"331 S Morrison St,","Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/58017,,
827,Rosewood Mobile Home Park,"1810 S Pine St,","Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/58016,,
828,Sycamore Street MHP,"1214-1224 Sycamore St,","Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/107418,,
829,Town And Country Mh Park,"1100 Gragg St,","Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/10992,,
830,Rend Lake Mobile Home Park,"231 South Court231 South Court St #12,","Benton, IL",62812.0,52,https://www.mhvillage.com/parks/10518,,
831,Section Two Trailer Park,"1106 Lickliter Street,","Benton, IL",62812.0,Not found,https://www.mhvillage.com/parks/10516,,
832,Jim Davis Mobile Home Park,"West Dr,","Carmi, IL",62821.0,28,https://www.mhvillage.com/parks/27865,,
833,Oakwood Mobile Home Park,"405 Biggs Ln,","Christopher, IL",62822.0,Not found,https://www.mhvillage.com/parks/57993,,
834,Bateman Trailer Court,"925 S Main St,","Clay City, IL",62824.0,Not found,https://www.mhvillage.com/parks/57991,,
835,Franklin & Franklin Mh Park,"119 Walnut St NE,","Clay City, IL",62824.0,Not found,https://www.mhvillage.com/parks/57990,,
836,J & M Mobile Home Park,"13 Mobile Home Drive,","Du Quoin, IL",62832.0,20,https://www.mhvillage.com/parks/11158,,
837,Crossroads Mobile Home Park,"7672 State  Route 154 Lot 601,","Du Quoin, IL",62832.0,29,https://www.mhvillage.com/parks/57943,,
838,Trail Acres Trailer Park,"550 E Smith Ave,","Du Quoin, IL",62832.0,Not found,https://www.mhvillage.com/parks/57940,,
839,Fairfield Estates,"509 NW 7th Street,","Fairfield, IL",62837.0,Not found,https://www.mhvillage.com/parks/36979,,
840,Kinmundy Estates Mobile Home Park,"613 S State,","Kinmundy, IL",62854.0,Not found,https://www.mhvillage.com/parks/106986,,
841,McLeansboro Mobile Estates,"705 Kath St,","McLeansboro, IL",62859.0,Not found,https://www.mhvillage.com/parks/107282,,
842,Cherry Street Estates,"1901 N Cherry St Lot 35,","Mount Carmel, IL",62863.0,110,https://www.mhvillage.com/parks/11507,,
843,Perry's Mobile Home Park,"9568 Wabash 10 Avenue,","Mount Carmel, IL",62863.0,Not found,https://www.mhvillage.com/parks/11510,,
844,Oak Grove Village,"2401 Veterans Memorial Dr.,","Mount Vernon, IL",62864.0,155,https://www.mhvillage.com/parks/10656,,
845,Rolling Meadow Mobile Home Community,"16584 North Il Highway 37,","Mount Vernon, IL",62864.0,13,https://www.mhvillage.com/parks/11723,,
846,Parkview Mobile Home Park,"1200 South 28th Street,","Mount Vernon, IL",62864.0,Not found,https://www.mhvillage.com/parks/10657,,
847,Country View Mobile Home Park,"2502 Norton Rd,","Odin, IL",62870.0,Not found,https://www.mhvillage.com/parks/107386,,
848,Country View Mobile Home Park,"2502 Norton Rd,","Odin, IL",62870.0,Not found,https://www.mhvillage.com/parks/107388,,
849,Southern Gardens Mh Park,"2501 S Broadway Ave,","Salem, IL",62881.0,71,https://www.mhvillage.com/parks/57711,,
850,Country School Mobile Village,"2804 State Route 37,","Salem, IL",62881.0,Not found,https://www.mhvillage.com/parks/57712,,
851,Salem Mobile Home Park,"1700 North Broadway,","Salem, IL",62881.0,Not found,https://www.mhvillage.com/parks/11003,,
852,Starlight Mobile Home Village,"300 East Olive Street,","Salem, IL",62881.0,Not found,https://www.mhvillage.com/parks/11005,,
853,Colonial Esates,"3556 Old 51 Road,","Sandoval, IL",62882.0,Not found,https://www.mhvillage.com/parks/31166,,
854,Oakview Mobile Home Park,"1200 E 9th St,","West Frankfort, IL",62896.0,Not found,https://www.mhvillage.com/parks/57628,,
855,West Haven Mobile Home Park,"Casey St Lot W,","Woodlawn, IL",62898.0,Not found,https://www.mhvillage.com/parks/57621,,
856,Southern Mobile Home Park,"335 Warren Road,","Carbondale, IL",62901.0,77,https://www.mhvillage.com/parks/10629,,
857,University Heights,"290 Warren Rd,","Carbondale, IL",62901.0,96,https://www.mhvillage.com/parks/58042,,
858,Reed Station Mobile Home Park,"142 Brandon Circle,","Carbondale, IL",62901.0,68,https://www.mhvillage.com/parks/10625,,
859,Bel-Aire Mobile Home Park,"900 East Park Street,","Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/10600,,
860,Covington Trailer Court,"613 East College Street,","Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/10608,,
861,Edgewood Estates,"500 Charles Road,","Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/10612,,
862,Hocbriar Mobile Home Estates,"590 Haney Rd,","Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/58048,,
863,Meadowbrook Estates,"388 Warren Rd,","Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/58047,,
864,Bush Mobile Home Park North 2,"368 Warren Rd,","Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/58051,,
865,Mills & Son Trailer Court,"608 North Oakland Avenue,","Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/10619,,
866,Pleasant Valley,"214 Warren Rd,","Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/58044,,
867,Roxanne Mobile Home Park,"2301 South Illinois Avenue,","Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/10627,,
868,Wildwood Mobile Home Park,"6755 Giant City Rd,","Carbondale, IL",62902.0,89,https://www.mhvillage.com/parks/10636,37.6827638,-89.1743994
869,Crab Orchard Lake Mh Community,"1343 S County Line Rd,","Carbondale, IL",62902.0,125,https://www.mhvillage.com/parks/10609,,
870,Frost Mobile Home Park,"1207 East Pleasant Hill Road,","Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/10613,,
871,Pleasant Hill Mobile Home Park,"848 East Pleasant Hill Road,","Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/36151,,
872,Bush Mobile Home Park,"1134 E Pleasant Hill Rd,","Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/58052,,
873,Oak Hills Mobile Home Park,"1268 E Pleasant Hill Rd,","Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/58046,,
874,Southwood Mobile Home Park,"1285 E Pleasant Hill Rd,","Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/58043,,
875,Cedar Lane Mobile Home Park,"2571 South Illinois Avenue,","Carbondale, IL",62903.0,100,https://www.mhvillage.com/parks/10606,,
876,Town & Country Mobile Home Park,"2511 South Illinois Avenue,","Carbondale, IL",62903.0,139,https://www.mhvillage.com/parks/10633,,
877,Malibu Village Mobile Home Park,"2441 South Illinois Avenue,","Carbondale, IL",62903.0,Not found,https://www.mhvillage.com/parks/10617,,
878,Anna Mobile Home Park,"426 E Jefferson St,","Anna, IL",62906.0,Not found,https://www.mhvillage.com/parks/58119,,
879,Craigs Mobile Home Park,"423 E Jefferson St,","Anna, IL",62906.0,Not found,https://www.mhvillage.com/parks/58117,,
880,Ritcheys Mobile Home Park,"504 Williams St,","Anna, IL",62906.0,Not found,https://www.mhvillage.com/parks/58116,,
881,The Orchards,"200 Paradise Acres Road,","Carterville, IL",62918.0,Not found,https://www.mhvillage.com/parks/11595,,
882,Carney Mobile Home Park,"425 Willow Street,","Carterville, IL",62918.0,24,https://www.mhvillage.com/parks/11593,,
883,C K Wheelers Mh Park,"5546 Wheeler Ln,","Carterville, IL",62918.0,Not found,https://www.mhvillage.com/parks/58033,,
884,Hickory Leaf Mobile Home Park,"10015 North Wolf Creek Road,","Carterville, IL",62918.0,Not found,https://www.mhvillage.com/parks/11594,,
